review_id,product_id,category,review_text,review_length,num_words,sentiment_score,rating
R0383,P129,home,별로입니다. 추천하지 않습니다.,17,3,-0.68,1
R0384,P175,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.64,1
R0385,P106,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.8,5
R0386,P140,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.57,4
R0387,P182,electronics,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.66,4
R0388,P105,sports,무난합니다. 그냥 쓸 만해요.,16,4,-0.04,4
R0389,P166,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.6,1
R0390,P132,sports,무난합니다. 그냥 쓸 만해요.,16,4,-0.44,4
R0391,P129,electronics,좋지도 나쁘지도 않아요.,13,3,-0.26,4
R0392,P126,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.93,1
R0393,P116,fashion,이 제품 정말 최고예요!,13,4,0.52,5
R0394,P101,home,무난합니다. 그냥 쓸 만해요.,16,4,0.44,3
R0395,P117,sports,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.13,3
R0396,P160,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.6,1
R0397,P131,electronics,좋지도 나쁘지도 않아요.,13,3,-0.42,4
R0398,P100,sports,돈 낭비였어요. 비추천합니다.,16,3,-0.53,2
R0399,P107,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.9,2
R0400,P131,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.71,1
R0401,P174,fashion,그럭저럭입니다.,8,1,0.04,3
R0402,P116,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.59,1
R0403,P114,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.44,4
R0404,P133,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.18,3
R0405,P147,home,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.26,3
R0406,P154,home,훌륭한 품질에 배송도 빨랐어요.,17,4,0.56,4
R0407,P156,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.84,5
R0408,P118,sports,돈 낭비였어요. 비추천합니다.,16,3,-0.69,1
R0409,P107,fashion,기대했던 것보다 별로네요.,14,3,-0.63,1
R0410,P164,sports,이 제품 정말 최고예요!,13,4,0.52,5
R0411,P120,home,좋지도 나쁘지도 않아요.,13,3,-0.41,4
R0412,P179,home,훌륭한 품질에 배송도 빨랐어요.,17,4,0.95,5
R0413,P125,fashion,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.81,5
R0414,P159,sports,훌륭한 품질에 배송도 빨랐어요.,17,4,0.73,5
R0415,P165,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.82,5
R0416,P107,sports,기대했던 것보다 별로네요.,14,3,-0.61,1
R0417,P101,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.57,1
R0418,P128,sports,별로입니다. 추천하지 않습니다.,17,3,-0.82,2
R0419,P133,sports,좋지도 나쁘지도 않아요.,13,3,-0.27,4
R0420,P150,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.9,5
R0421,P149,home,훌륭한 품질에 배송도 빨랐어요.,17,4,0.95,5
R0422,P133,fashion,기대했던 것보다 별로네요.,14,3,-0.65,2
R0423,P136,sports,무난합니다. 그냥 쓸 만해요.,16,4,-0.01,3
R0424,P114,home,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.92,5
R0425,P192,home,기대했던 것보다 별로네요.,14,3,-0.84,1
R0426,P158,home,훌륭한 품질에 배송도 빨랐어요.,17,4,0.93,5
R0427,P144,home,이 제품 정말 최고예요!,13,4,0.64,5
R0428,P119,electronics,기대했던 것보다 별로네요.,14,3,-0.67,1
R0429,P161,fashion,기대했던 것보다 별로네요.,14,3,-0.69,2
R0430,P175,sports,이 제품 정말 최고예요!,13,4,0.82,5
R0431,P113,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.78,2
R0432,P112,home,별로입니다. 추천하지 않습니다.,17,3,-0.61,2
R0433,P106,home,이 제품 정말 최고예요!,13,4,0.9,5
R0434,P181,electronics,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.08,3
R0435,P111,sports,좋지도 나쁘지도 않아요.,13,3,-0.4,3
R0436,P135,home,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.65,5
R0437,P145,sports,훌륭한 품질에 배송도 빨랐어요.,17,4,0.92,4
R0438,P107,sports,그럭저럭입니다.,8,1,-0.43,3
R0439,P177,home,그럭저럭입니다.,8,1,-0.38,4
R0440,P150,home,훌륭한 품질에 배송도 빨랐어요.,17,4,0.89,4
R0441,P128,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.04,3
R0442,P162,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.7,1
R0443,P130,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.61,2
R0444,P116,home,좋지도 나쁘지도 않아요.,13,3,0.42,3
R0445,P136,electronics,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.83,4
R0446,P121,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.85,1
R0447,P138,home,좋지도 나쁘지도 않아요.,13,3,0.17,4
R0448,P102,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.9,4
R0449,P134,electronics,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.36,3
R0450,P106,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.6,2
R0451,P116,fashion,이 제품 정말 최고예요!,13,4,0.93,4
R0452,P140,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.25,4
R0453,P139,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.35,3
R0454,P184,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.56,2
R0455,P168,electronics,좋지도 나쁘지도 않아요.,13,3,0.44,3
R0456,P173,fashion,이 제품 정말 최고예요!,13,4,0.76,5
R0457,P150,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.61,1
R0458,P154,sports,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.05,3
R0459,P177,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.71,1
R0460,P140,fashion,기대했던 것보다 별로네요.,14,3,-0.67,2
R0461,P138,fashion,별로입니다. 추천하지 않습니다.,17,3,-0.66,1
R0462,P143,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.51,1
R0463,P143,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.57,2
R0464,P176,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.42,4
R0465,P164,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.97,4
R0466,P135,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.57,5
R0467,P188,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.93,2
R0468,P191,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.54,2
R0469,P138,sports,기대했던 것보다 별로네요.,14,3,-0.99,1
R0470,P154,electronics,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.38,4
R0471,P145,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.83,4
R0472,P148,sports,이 제품 정말 최고예요!,13,4,0.8,4
R0473,P105,electronics,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.2,3
R0474,P186,sports,훌륭한 품질에 배송도 빨랐어요.,17,4,0.73,4
R0475,P100,electronics,이 제품 정말 최고예요!,13,4,0.64,5
R0476,P132,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.73,1
R0477,P174,electronics,그럭저럭입니다.,8,1,-0.23,3
R0478,P132,home,좋지도 나쁘지도 않아요.,13,3,-0.24,4
R0479,P133,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.85,2
R0480,P200,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.77,4
R0481,P159,electronics,좋지도 나쁘지도 않아요.,13,3,0.38,3
R0482,P138,electronics,이 제품 정말 최고예요!,13,4,0.53,4
R0483,P173,home,좋지도 나쁘지도 않아요.,13,3,0.47,3
R0484,P197,home,이 제품 정말 최고예요!,13,4,0.83,4
R0485,P130,sports,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.6,4
R0486,P161,sports,별로입니다. 추천하지 않습니다.,17,3,-0.69,1
R0487,P187,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.66,5
R0488,P122,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.89,1
R0489,P191,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.82,2
R0490,P141,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.83,2
R0491,P156,fashion,이 제품 정말 최고예요!,13,4,1.0,4
R0492,P104,sports,좋지도 나쁘지도 않아요.,13,3,-0.32,3
R0493,P200,home,돈 낭비였어요. 비추천합니다.,16,3,-0.87,1
R0494,P116,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.81,1
R0495,P115,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.61,2
R0496,P148,sports,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.93,4
R0497,P175,home,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.57,4
R0498,P121,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.53,5
R0499,P181,sports,그럭저럭입니다.,8,1,0.49,3
R0500,P140,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.21,4
R0501,P102,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.54,4
R0502,P118,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.99,2
R0503,P185,fashion,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.41,3
R0504,P151,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.53,1
R0505,P180,fashion,무난합니다. 그냥 쓸 만해요.,16,4,-0.44,4
R0506,P172,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.8,4
R0507,P118,electronics,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.14,4
R0508,P197,home,무난합니다. 그냥 쓸 만해요.,16,4,0.36,3
R0509,P165,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.75,5
R0510,P133,home,무난합니다. 그냥 쓸 만해요.,16,4,0.3,3
R0511,P130,sports,그럭저럭입니다.,8,1,0.03,3
R0512,P185,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.78,1
R0513,P195,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.56,2
R0514,P105,home,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.17,3
R0515,P143,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.53,4
R0516,P116,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.57,5
R0517,P169,fashion,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.88,4
R0518,P151,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.91,1
R0519,P158,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.71,1
R0520,P185,fashion,그럭저럭입니다.,8,1,-0.3,3
R0521,P156,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.87,2
R0522,P171,electronics,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.77,4
R0523,P131,electronics,무난합니다. 그냥 쓸 만해요.,16,4,-0.29,4
R0524,P137,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.16,3
R0525,P170,sports,무난합니다. 그냥 쓸 만해요.,16,4,0.36,3
R0526,P195,fashion,기대했던 것보다 별로네요.,14,3,-0.79,1
R0527,P143,home,돈 낭비였어요. 비추천합니다.,16,3,-0.85,1
R0528,P142,electronics,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.76,4
R0529,P108,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.65,4
R0530,P192,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.8,2
R0531,P163,electronics,그럭저럭입니다.,8,1,-0.08,4
R0532,P120,fashion,별로입니다. 추천하지 않습니다.,17,3,-0.64,2
R0533,P162,home,그럭저럭입니다.,8,1,0.23,3
R0534,P115,fashion,그럭저럭입니다.,8,1,-0.2,3
R0535,P126,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.04,3
R0536,P151,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.76,5
R0537,P181,home,별로입니다. 추천하지 않습니다.,17,3,-0.54,1
R0538,P118,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.61,4
R0539,P180,fashion,기대했던 것보다 별로네요.,14,3,-0.71,2
R0540,P111,sports,좋지도 나쁘지도 않아요.,13,3,0.23,3
R0541,P179,electronics,좋지도 나쁘지도 않아요.,13,3,-0.37,4
R0542,P108,fashion,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.4,3
R0543,P187,sports,그럭저럭입니다.,8,1,-0.0,4
R0544,P139,electronics,좋지도 나쁘지도 않아요.,13,3,0.48,4
R0545,P154,fashion,무난합니다. 그냥 쓸 만해요.,16,4,-0.2,3
R0546,P102,sports,이 제품 정말 최고예요!,13,4,0.53,5
R0547,P123,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.61,1
R0548,P158,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.73,4
R0549,P126,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.53,1
R0550,P108,electronics,그럭저럭입니다.,8,1,0.43,3
R0551,P100,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.11,3
R0552,P172,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.08,3
R0553,P198,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.53,5
R0554,P144,home,그럭저럭입니다.,8,1,0.49,3
R0555,P192,electronics,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.34,4
R0556,P177,fashion,좋지도 나쁘지도 않아요.,13,3,-0.09,4
R0557,P139,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.55,4
R0558,P146,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.6,1
R0559,P150,electronics,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.45,4
R0560,P151,electronics,기대했던 것보다 별로네요.,14,3,-0.81,2
R0561,P167,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.88,2
R0562,P196,electronics,좋지도 나쁘지도 않아요.,13,3,0.14,4
R0563,P151,fashion,기대했던 것보다 별로네요.,14,3,-0.97,2
R0564,P187,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.51,1
R0565,P153,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.56,1
R0566,P185,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.94,5
R0567,P110,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.98,1
R0568,P178,electronics,이 제품 정말 최고예요!,13,4,0.69,5
R0569,P146,home,별로입니다. 추천하지 않습니다.,17,3,-0.55,2
R0570,P178,home,그럭저럭입니다.,8,1,-0.23,4
R0571,P195,fashion,무난합니다. 그냥 쓸 만해요.,16,4,0.25,3
R0572,P185,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.64,4
R0573,P104,home,무난합니다. 그냥 쓸 만해요.,16,4,0.01,4
R0574,P163,home,기대했던 것보다 별로네요.,14,3,-0.74,2
R0575,P139,fashion,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.79,5
R0576,P107,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.61,5
R0577,P145,home,돈 낭비였어요. 비추천합니다.,16,3,-0.95,2
R0578,P167,home,돈 낭비였어요. 비추천합니다.,16,3,-0.74,2
R0579,P158,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.97,2
R0580,P163,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.59,5
R0581,P143,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.95,5
R0582,P183,sports,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.02,3
R0583,P137,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.67,5
R0584,P126,fashion,별로입니다. 추천하지 않습니다.,17,3,-0.94,2
R0585,P125,sports,이 제품 정말 최고예요!,13,4,0.58,4
R0586,P178,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.54,2
R0587,P158,home,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.8,5
R0588,P183,electronics,그럭저럭입니다.,8,1,-0.19,4
R0589,P119,electronics,이 제품 정말 최고예요!,13,4,0.77,5
R0590,P123,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.56,1
R0591,P176,sports,무난합니다. 그냥 쓸 만해요.,16,4,-0.43,3
R0592,P130,home,그럭저럭입니다.,8,1,-0.09,4
R0593,P120,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.18,4
R0594,P107,home,별로입니다. 추천하지 않습니다.,17,3,-0.93,2
R0595,P172,electronics,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.64,4
R0596,P137,sports,별로입니다. 추천하지 않습니다.,17,3,-0.65,1
R0597,P121,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.89,2
R0598,P170,home,돈 낭비였어요. 비추천합니다.,16,3,-0.67,1
R0599,P194,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.17,3
R0600,P100,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.34,3
R0601,P110,home,그럭저럭입니다.,8,1,-0.07,3
R0602,P131,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.96,1
R0603,P137,fashion,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.66,1
R0604,P105,sports,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.97,1
R0605,P200,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.45,4
R0606,P130,sports,그럭저럭입니다.,8,1,-0.0,3
R0607,P129,electronics,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.93,5
R0608,P199,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.37,4
R0609,P164,home,그럭저럭입니다.,8,1,-0.21,4
R0610,P156,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.61,2
R0611,P179,home,평범한 제품이에요. 예상했던 그대로입니다.,23,4,0.16,4
R0612,P162,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.99,2
R0613,P109,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.7,5
R0614,P141,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.88,2
R0615,P173,home,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.42,3
R0616,P110,electronics,기대했던 것보다 별로네요.,14,3,-0.58,1
R0617,P123,fashion,별로입니다. 추천하지 않습니다.,17,3,-0.86,1
R0618,P194,sports,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.71,5
R0619,P127,sports,돈 낭비였어요. 비추천합니다.,16,3,-0.95,1
R0620,P183,fashion,별로입니다. 추천하지 않습니다.,17,3,-0.51,2
R0621,P133,electronics,기대했던 것보다 별로네요.,14,3,-0.84,2
R0622,P193,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.95,1
R0623,P186,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.57,4
R0624,P100,home,별로입니다. 추천하지 않습니다.,17,3,-0.88,2
R0625,P155,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.75,4
R0626,P121,fashion,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.99,5
R0627,P172,sports,기대했던 것보다 별로네요.,14,3,-0.52,1
R0628,P132,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.89,4
R0629,P147,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.09,4
R0630,P122,fashion,그럭저럭입니다.,8,1,-0.33,3
R0631,P130,sports,이 제품 정말 최고예요!,13,4,0.58,5
R0632,P177,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.96,4
R0633,P128,fashion,별로입니다. 추천하지 않습니다.,17,3,-0.61,2
R0634,P140,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.73,2
R0635,P179,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.65,1
R0636,P151,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.93,2
R0637,P169,fashion,그럭저럭입니다.,8,1,-0.04,3
R0638,P185,electronics,좋지도 나쁘지도 않아요.,13,3,0.25,4
R0639,P100,home,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.88,4
R0640,P111,electronics,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.69,1
R0641,P198,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.93,4
R0642,P147,home,돈 낭비였어요. 비추천합니다.,16,3,-0.81,1
R0643,P127,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.67,5
R0644,P128,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.29,4
R0645,P198,fashion,무난합니다. 그냥 쓸 만해요.,16,4,-0.05,3
R0646,P164,fashion,이 제품 정말 최고예요!,13,4,0.59,4
R0647,P124,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.65,5
R0648,P133,sports,그럭저럭입니다.,8,1,0.19,4
R0649,P196,electronics,별로입니다. 추천하지 않습니다.,17,3,-0.65,2
R0650,P166,sports,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.85,4
R0651,P122,electronics,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.67,5
R0652,P103,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.77,5
R0653,P102,sports,무난합니다. 그냥 쓸 만해요.,16,4,-0.49,3
R0654,P173,home,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.82,2
R0655,P112,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.52,1
R0656,P159,home,별로입니다. 추천하지 않습니다.,17,3,-0.51,2
R0657,P119,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.63,4
R0658,P193,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.1,4
R0659,P143,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.77,5
R0660,P185,fashion,무난합니다. 그냥 쓸 만해요.,16,4,-0.29,4
R0661,P151,home,이 제품 정말 최고예요!,13,4,0.78,5
R0662,P140,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.32,3
R0663,P166,electronics,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.21,3
R0664,P131,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.72,2
R0665,P101,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.09,4
R0666,P111,electronics,돈 낭비였어요. 비추천합니다.,16,3,-0.73,1
R0667,P162,fashion,돈 낭비였어요. 비추천합니다.,16,3,-0.62,1
R0668,P111,fashion,기대했던 것보다 별로네요.,14,3,-0.9,2
R0669,P146,home,기대했던 것보다 별로네요.,14,3,-0.54,1
R0670,P192,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.89,5
R0671,P112,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.97,2
R0672,P155,home,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.08,4
R0673,P132,sports,아주 좋은 제품이에요. 만족스럽습니다!,21,4,1.0,4
R0674,P178,home,기대했던 것보다 별로네요.,14,3,-0.99,1
R0675,P140,home,이 제품 정말 최고예요!,13,4,0.97,4
R0676,P104,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.62,1
R0677,P189,sports,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.85,5
R0678,P150,fashion,이 제품 정말 최고예요!,13,4,0.52,5
R0679,P149,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.92,4
R0680,P157,fashion,이 제품 정말 최고예요!,13,4,0.62,4
R0681,P180,sports,기대했던 것보다 별로네요.,14,3,-0.57,1
R0682,P134,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.72,5
R0683,P162,fashion,무난합니다. 그냥 쓸 만해요.,16,4,-0.09,3
R0684,P155,home,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.67,5
R0685,P106,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.54,4
R0686,P169,home,돈 낭비였어요. 비추천합니다.,16,3,-0.97,1
R0687,P126,fashion,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.16,4
R0688,P199,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,0.0,4
R0689,P150,fashion,정말 별로예요. 다른 제품을 찾아보세요.,22,5,-0.66,1
R0690,P175,electronics,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.87,5
R0691,P167,fashion,평범한 제품이에요. 예상했던 그대로입니다.,23,4,-0.13,3
R0692,P177,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.55,5
R0693,P152,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.61,5
R0694,P111,sports,돈 낭비였어요. 비추천합니다.,16,3,-0.95,2
R0695,P167,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.72,5
R0696,P139,home,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.6,5
R0697,P168,home,별로입니다. 추천하지 않습니다.,17,3,-0.95,1
R0698,P121,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.74,5
R0699,P119,fashion,무난합니다. 그냥 쓸 만해요.,16,4,-0.21,4
R0700,P185,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.71,5
R0701,P104,fashion,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.61,5
R0702,P150,electronics,무난합니다. 그냥 쓸 만해요.,16,4,-0.35,3
R0703,P143,sports,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.54,5
R0704,P110,electronics,훌륭한 품질에 배송도 빨랐어요.,17,4,0.56,5
R0705,P134,sports,그냥 괜찮아요. 특별한 점은 없네요.,20,5,-0.09,4
R0706,P101,sports,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.85,2
R0707,P176,electronics,이 제품 정말 최고예요!,13,4,0.51,4
R0708,P166,fashion,그럭저럭입니다.,8,1,-0.45,3
R0709,P146,home,기대 이상으로 좋았습니다. 강력 추천해요.,23,5,0.76,5
R0710,P147,home,아주 좋은 제품이에요. 만족스럽습니다!,21,4,0.96,4
R0711,P106,fashion,훌륭한 품질에 배송도 빨랐어요.,17,4,0.83,5
R0712,P117,electronics,좋지도 나쁘지도 않아요.,13,3,0.38,3
R0713,P188,electronics,좋지도 나쁘지도 않아요.,13,3,0.45,3
R0714,P158,fashion,무난합니다. 그냥 쓸 만해요.,16,4,0.15,4
R0715,P148,sports,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.68,5
R0716,P158,home,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.78,1
R0717,P187,electronics,다시 구매할 의향이 있습니다. 아주 만족해요.,25,6,0.6,5
R0718,P161,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.87,1
R0719,P113,electronics,실망스러운 품질이었어요. 다시는 안 살 거예요.,26,6,-0.61,2
